,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
509,414,Ryan Rollins,PG,21,WAS,10,66,22.5,.631,.120,.680,3.2,14.8,8.9,23.7,5.6,3.7,17.7,25.2,0.1,0.1,0.2,.141,0.4,4.5,4.9,0.1
510,415,Derrick Rose,PG,35,MEM,20,348,13.6,.539,.264,.162,2.1,10.2,6.0,31.9,1.1,0.5,13.6,22.7,0.1,0.3,0.4,.055,-1.0,-1.2,-2.1,0.0
511,416,Terry Rozier,SG-PG,29,TOT,40,1364,17.5,.552,.412,.226,2.1,11.6,6.7,30.0,1.4,0.9,9.3,26.2,1.6,0.6,2.2,.076,2.4,-1.3,1.2,1.1
512,416,Terry Rozier,SG,29,CHO,30,1065,19.0,.574,.423,.235,1.7,11.1,6.2,30.6,1.5,1.0,9.7,27.4,1.6,0.3,1.9,.083,3.6,-1.6,2.0,1.1
513,416,Terry Rozier,PG,29,MIA,10,299,12.3,.455,.367,.188,3.7,13.5,8.5,28.0,1.3,0.7,7.4,22.1,0.0,0.3,0.3,.051,-1.8,-0.1,-1.9,0.0
514,417,Rayan Rupert,SG,19,POR,16,119,8.3,.451,.395,.186,6.3,14.1,10.0,13.5,1.2,0.0,11.4,18.8,-0.1,0.1,0.0,-0.013,-3.6,-2.4,-6.0,-0.1
515,418,D'Angelo Russell,PG,27,LAL,49,1527,16.3,.589,.468,.179,1.4,8.0,4.8,29.0,1.2,1.4,11.4,23.2,2.0,1.2,3.1,.098,1.8,-0.9,0.9,1.1
516,419,Matt Ryan,SF,26,NOP,14,303,9.5,.664,.800,.165,1.8,9.5,5.7,6.0,0.8,0.3,14.9,15.2,0.2,0.2,0.5,.073,-1.0,-1.2,-2.2,0.0
517,420,Domantas Sabonis,C,27,SAC,52,1852,23.1,.663,.088,.379,9.8,32.5,20.9,34.2,1.1,1.3,18.3,21.9,5.6,2.2,7.9,.204,4.0,2.3,6.3,3.9
519,421,Luka Šamanić,PF,24,UTA,24,142,7.9,.477,.383,.350,6.2,25.1,15.8,3.9,0.3,1.9,13.7,23.5,-0.2,0.1,-0.1,-0.039,-6.1,-3.0,-9.1,-0.3
520,422,Jermaine Samuels,SF,25,HOU,11,53,15.2,.758,.182,.182,4.1,18.3,11.2,5.3,0.9,1.8,0.0,9.6,0.1,0.1,0.2,.194,-0.3,1.2,0.9,0.0
521,423,Adama Sanogo,PF,21,CHI,3,11,32.6,.926,.000,1.000,19.8,41.8,30.5,0.0,0.0,0.0,18.8,21.3,0.1,0.0,0.1,.283,9.0,1.7,10.7,0.0
522,424,Gui Santos,PF,21,GSW,11,107,15.8,.615,.367,.500,11.3,19.2,15.2,8.6,0.9,1.7,7.6,15.5,0.3,0.1,0.4,.173,-0.4,-0.2,-0.7,0.0
523,425,Dario Šarić,C,29,GSW,48,949,16.8,.624,.504,.252,7.4,21.3,14.4,17.6,1.5,0.8,13.7,19.4,1.8,1.0,2.9,.146,1.8,0.6,2.4,1.1
524,426,Olivier Sarr,C,24,OKC,12,89,14.8,.653,.333,.722,13.2,29.0,21.4,2.8,0.0,6.2,11.2,13.0,0.2,0.2,0.3,.183,-2.8,-0.3,-3.1,0.0
525,427,Marcus Sasser,PG,23,DET,47,761,14.8,.604,.453,.132,0.9,10.0,5.3,26.2,1.6,0.9,12.7,19.3,1.1,0.3,1.4,.086,0.6,-0.7,-0.1,0.4
526,428,Admiral Schofield,PF,26,ORL,12,46,-0.9,.378,.600,.133,2.5,15.3,8.8,11.9,0.0,0.0,20.1,18.6,-0.2,0.0,-0.1,-0.123,-9.3,-2.2,-11.6,-0.1
527,429,Dennis Schröder,PG,30,TOT,52,1586,14.0,.559,.393,.260,1.5,8.6,5.0,28.4,1.4,0.4,11.8,19.5,2.1,0.7,2.8,.085,-0.6,-1.2,-1.8,0.1
528,429,Dennis Schröder,PG,30,TOR,51,1559,13.9,.559,.394,.267,1.5,8.6,5.0,27.7,1.4,0.4,11.7,19.5,2.0,0.7,2.7,.083,-0.6,-1.2,-1.8,0.1
529,429,Dennis Schröder,PG,30,BRK,1,27,19.5,.577,.385,.000,0.0,12.3,6.0,68.5,0.0,0.0,13.3,23.7,0.1,0.0,0.1,.199,3.0,-2.7,0.4,0.0
530,430,Dereon Seabron,SG,23,NOP,5,52,9.1,.448,.154,.462,2.1,12.8,7.5,9.4,1.9,1.9,0.0,12.9,0.0,0.1,0.1,.081,-3.0,1.2,-1.8,0.0
531,431,Alperen Şengün,C,21,HOU,51,1653,22.1,.591,.121,.337,9.3,21.7,15.5,25.8,1.7,2.0,12.6,27.2,3.0,2.7,5.7,.167,3.0,1.8,4.8,2.8
532,432,Brice Sensabaugh,SF,20,UTA,4,12,11.4,.417,.333,.000,9.2,18.0,13.7,23.3,0.0,0.0,0.0,20.8,0.0,0.0,0.0,.055,-1.1,-3.3,-4.4,0.0
533,433,Collin Sexton,SG,25,UTA,53,1292,19.8,.608,.325,.380,3.9,7.4,5.7,28.8,1.3,0.7,11.9,27.8,3.3,0.5,3.8,.140,3.5,-1.6,1.9,1.3
534,434,Landry Shamet,SG,26,WAS,35,528,12.3,.575,.551,.182,2.4,7.2,4.8,12.1,1.7,1.1,8.3,20.1,0.3,0.2,0.5,.042,-1.6,-1.3,-3.0,-0.1
535,435,Day'Ron Sharpe,C,22,BRK,37,592,21.3,.598,.036,.456,18.2,29.1,23.5,13.1,1.4,4.8,13.8,19.4,1.2,0.9,2.1,.174,0.1,0.7,0.8,0.4
536,436,Shaedon Sharpe,SG,20,POR,32,1059,11.3,.524,.415,.274,4.2,13.4,8.5,13.8,1.3,1.0,12.9,22.5,-0.3,0.7,0.4,.018,-2.1,-0.9,-3.0,-0.3
537,437,Ben Sheppard,SG,22,IND,31,333,7.4,.487,.667,.161,2.4,11.1,6.7,8.2,2.1,0.2,5.7,13.2,0.0,0.2,0.2,.032,-4.4,-0.2,-4.6,-0.2
538,438,Pascal Siakam,PF,29,TOT,52,1782,19.1,.606,.224,.331,5.1,16.3,10.6,21.4,1.2,0.6,10.3,25.2,3.4,1.0,4.4,.118,2.4,-0.7,1.8,1.7
539,438,Pascal Siakam,PF,29,TOR,39,1354,18.8,.600,.233,.358,4.3,16.0,10.1,21.8,1.2,0.6,10.3,25.5,2.4,0.8,3.2,.113,2.1,-0.7,1.3,1.1
540,438,Pascal Siakam,PF,29,IND,13,428,20.2,.625,.198,.248,7.5,17.0,12.2,20.2,1.2,0.6,10.0,24.2,1.0,0.2,1.2,.133,3.7,-0.4,3.2,0.6
541,439,Ben Simmons,PG,27,BRK,11,284,17.0,.616,.000,.136,9.6,27.0,18.0,33.3,1.6,2.5,27.7,13.0,0.4,0.4,0.8,.139,-0.2,2.9,2.7,0.3
542,440,Anfernee Simons,SG,24,POR,29,974,17.3,.580,.479,.227,1.6,10.7,5.9,27.6,0.7,0.4,11.1,28.8,1.3,0.4,1.7,.084,3.4,-2.3,1.2,0.8
544,441,Jericho Sims,C,25,NYK,26,241,10.6,.731,.000,.259,9.2,16.5,12.9,4.2,0.4,3.8,18.9,6.6,0.3,0.3,0.6,.122,-2.7,0.6,-2.0,0.0
545,442,Dmytro Skapintsev,C,25,NYK,2,2,-19.0,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,0.0,0.0,0.0,-0.473,-16.4,-9.8,-26.1,0.0
546,443,Jalen Slawson,SF,24,SAC,5,19,5.4,.667,.333,.000,0.0,24.4,11.9,13.2,0.0,4.8,40.0,11.2,0.0,0.0,0.0,-0.010,-7.2,1.3,-5.9,0.0
547,444,Javonte Smart,PG,24,PHI,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.004,-6.2,-2.2,-8.4,0.0
548,445,Marcus Smart,PG,29,MEM,20,605,11.7,.552,.565,.236,1.0,8.9,4.8,22.3,3.3,0.8,19.2,23.0,-0.6,0.8,0.2,.017,-3.5,1.0,-2.5,-0.1
549,446,Dennis Smith Jr.,PG,26,BRK,36,726,14.4,.511,.276,.169,5.8,13.2,9.4,27.7,3.0,1.2,14.4,18.0,0.5,0.9,1.4,.093,-1.9,2.0,0.1,0.4
550,447,Dru Smith,SG,26,MIA,9,131,12.7,.576,.515,.061,5.1,7.0,6.0,15.1,3.4,2.2,12.9,13.1,0.1,0.2,0.3,.117,-2.0,3.0,1.0,0.1
551,448,Ish Smith,PG,35,CHO,43,741,6.7,.435,.051,.025,1.6,10.4,5.8,25.9,1.1,0.5,22.7,12.1,-0.6,0.1,-0.5,-0.031,-5.7,-1.4,-7.1,-1.0
552,449,Jabari Smith Jr.,PF,20,HOU,47,1478,13.5,.573,.425,.195,6.8,21.7,14.3,6.4,1.1,2.3,9.9,17.3,1.1,2.2,3.3,.109,-1.1,0.4,-0.7,0.5
553,450,Jalen Smith,C,23,IND,38,689,21.0,.727,.360,.253,10.1,25.3,17.7,7.6,0.7,2.9,9.9,18.9,2.1,0.5,2.6,.181,3.4,-0.6,2.8,0.8
554,451,Nick Smith Jr.,SG,19,CHO,36,571,8.6,.534,.521,.060,3.0,7.9,5.3,11.4,0.6,1.1,12.2,19.3,-0.3,0.0,-0.3,-0.024,-2.5,-2.8,-5.3,-0.5
555,452,Terquavion Smith,PG,21,PHI,9,62,22.0,.600,.757,.081,0.0,3.6,1.8,25.9,5.5,0.0,9.5,29.0,0.1,0.1,0.2,.155,6.4,1.9,8.3,0.2
556,453,Jeremy Sochan,PF,20,SAS,53,1561,11.1,.517,.282,.191,6.5,15.9,11.2,17.3,1.2,1.3,15.0,18.3,-0.3,0.9,0.6,.019,-2.7,-1.1,-3.8,-0.7
557,454,Jaden Springer,SG,21,PHI,32,377,10.5,.481,.314,.288,7.3,9.7,8.5,12.2,3.2,2.6,16.4,17.9,-0.2,0.5,0.3,.036,-4.5,1.0,-3.4,-0.1
558,455,Lamar Stevens,PF,26,BOS,19,122,14.3,.532,.178,.244,10.9,15.7,13.4,9.1,2.4,3.6,15.3,20.8,0.0,0.2,0.2,.090,-3.1,0.9,-2.2,0.0
559,456,Isaiah Stewart,PF,22,DET,35,1070,11.0,.579,.434,.235,6.5,18.8,12.5,7.7,0.6,2.1,13.9,15.3,0.5,0.5,0.9,.042,-1.9,-0.9,-2.8,-0.2
560,457,Julian Strawther,SF,21,DEN,34,478,9.1,.497,.622,.119,1.0,11.1,6.1,10.5,1.8,1.1,7.7,20.0,-0.2,0.5,0.3,.028,-4.1,-1.1,-5.2,-0.4
561,458,Max Strus,SF,27,CLE,51,1651,11.1,.538,.660,.115,2.9,13.9,8.5,15.3,1.4,1.3,11.4,17.3,0.7,2.5,3.1,.092,-1.5,1.0,-0.4,0.7
562,459,Jalen Suggs,SG,22,ORL,49,1311,12.5,.576,.534,.200,2.9,11.2,7.0,13.2,2.6,2.0,15.0,20.2,0.1,2.1,2.1,.079,-1.7,1.3,-0.3,0.5
563,460,Cole Swider,SF,24,MIA,9,44,10.4,.548,.714,.000,2.5,2.6,2.6,11.0,1.1,2.2,12.5,24.1,0.0,0.0,0.0,-0.010,0.2,-1.7,-1.5,0.0
565,461,Jae'Sean Tate,SF,28,HOU,49,862,9.5,.550,.364,.152,6.0,14.2,10.2,8.1,1.8,1.0,9.2,10.7,0.6,1.2,1.8,.103,-3.6,1.7,-1.9,0.0
566,462,Jayson Tatum,PF,25,BOS,50,1793,22.0,.603,.433,.349,2.8,21.3,12.5,20.6,1.4,1.5,10.2,29.9,3.8,2.9,6.8,.181,4.2,0.8,5.0,3.1
567,463,Terry Taylor,PF,24,CHI,18,131,9.9,.563,.250,.036,11.7,11.4,11.5,6.2,1.5,1.6,19.8,11.9,0.0,0.1,0.2,.059,-3.9,0.0,-3.9,-0.1
568,464,Garrett Temple,SG,37,TOR,16,69,8.4,.486,.429,.286,7.9,9.8,8.8,11.3,2.1,0.0,17.5,17.8,-0.1,0.0,0.0,-0.007,-4.6,-1.8,-6.4,-0.1
569,465,Dalen Terry,SG,21,CHI,33,323,8.1,.484,.569,.306,3.7,15.0,9.2,16.1,1.4,2.5,17.2,13.4,-0.1,0.3,0.3,.039,-4.6,1.0,-3.6,-0.1
570,466,Daniel Theis,C,31,TOT,39,666,14.4,.599,.206,.228,10.3,13.9,12.2,8.0,1.3,4.6,11.1,15.3,1.0,0.8,1.8,.132,-1.7,0.5,-1.2,0.1
571,466,Daniel Theis,C,31,IND,1,8,-6.8,.250,.250,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,0.0,0.0,0.0,-0.263,-13.2,-7.3,-20.5,0.0
572,466,Daniel Theis,C,31,LAC,38,658,14.6,.606,.205,.232,10.4,14.1,12.3,8.1,1.3,4.6,11.3,15.2,1.0,0.8,1.9,.137,-1.6,0.6,-1.0,0.2
573,467,Cam Thomas,SG,22,BRK,43,1277,15.4,.548,.317,.276,1.2,9.5,5.2,14.2,1.2,0.8,8.4,30.7,0.4,0.7,1.1,.041,-0.2,-2.0,-2.2,-0.1
574,468,Amen Thompson,SF,21,HOU,33,600,15.2,.551,.203,.353,8.5,21.7,15.1,18.7,2.7,2.2,18.2,18.8,0.2,1.2,1.3,.106,-2.0,2.6,0.6,0.4
575,469,Ausar Thompson,SF,21,DET,52,1240,12.9,.515,.216,.247,10.1,21.1,15.5,10.9,1.9,3.2,14.1,16.7,0.1,1.1,1.2,.047,-2.9,0.5,-2.4,-0.1
576,470,Klay Thompson,SF,33,GSW,47,1440,12.1,.555,.604,.135,1.8,10.3,6.1,10.6,0.9,1.6,9.3,23.0,0.6,1.0,1.5,.051,0.0,-1.6,-1.6,0.2
577,471,Tristan Thompson,PF,32,CLE,36,446,14.3,.600,.011,.447,15.0,19.6,17.3,11.9,0.9,2.2,17.0,13.2,0.6,0.7,1.3,.145,-1.8,1.0,-0.8,0.1
578,472,JT Thor,PF,21,CHO,42,574,6.9,.442,.432,.094,7.1,14.4,10.6,3.9,0.7,2.7,7.1,11.8,-0.2,0.2,-0.1,-0.008,-4.5,-1.7,-6.2,-0.6
579,473,Matisse Thybulle,SF,26,POR,50,1167,10.1,.552,.780,.083,1.9,7.7,4.7,7.5,3.5,3.0,9.8,10.1,0.4,1.4,1.8,.073,-2.8,3.1,0.3,0.7
580,474,Xavier Tillman Sr.,C,25,MEM,34,700,11.7,.440,.249,.202,8.5,16.6,12.4,12.0,2.9,4.6,11.1,16.0,-0.6,1.2,0.6,.044,-3.9,2.2,-1.7,0.0
581,475,Jacob Toppin,SF,23,NYK,4,15,12.2,.500,.500,.000,7.4,7.4,7.4,16.6,0.0,6.2,0.0,5.7,0.0,0.0,0.0,.138,0.3,0.5,0.8,0.0
582,476,Obi Toppin,PF,25,IND,54,1217,15.2,.666,.418,.183,5.4,14.4,9.9,8.9,1.0,1.7,9.8,16.4,2.3,0.5,2.8,.112,1.1,-0.9,0.2,0.7
583,477,Juan Toscano-Anderson,SF,30,SAC,11,53,2.5,.292,.333,.000,8.3,21.8,14.9,8.9,0.9,1.7,14.3,11.2,-0.1,0.1,0.0,-0.029,-8.9,-0.7,-9.5,-0.1
584,478,Karl-Anthony Towns,PF,28,MIN,51,1692,19.2,.636,.333,.301,5.3,23.0,14.7,14.6,1.0,1.7,13.9,27.4,2.5,3.1,5.6,.159,1.9,0.9,2.9,2.1
585,479,Gary Trent Jr.,SG,25,TOR,48,1261,10.5,.546,.565,.091,1.0,8.2,4.6,7.8,1.8,0.3,6.0,18.6,0.2,0.7,0.8,.032,-2.0,-1.3,-3.2,-0.4
586,480,Oscar Tshiebwe,PF,24,IND,6,34,24.9,.563,.000,.375,20.2,20.3,20.3,7.9,2.8,0.0,0.0,22.8,0.1,0.0,0.2,.219,5.2,-2.2,3.0,0.0
588,481,P.J. Tucker,PF,38,TOT,15,239,5.4,.492,.842,.158,7.9,12.4,10.1,3.8,1.8,1.1,16.4,4.4,0.1,0.3,0.4,.080,-4.4,0.9,-3.4,-0.1
589,481,P.J. Tucker,PF,38,PHI,3,66,4.6,.600,1.000,.000,1.7,21.9,11.7,0.0,2.2,2.7,28.6,4.5,0.0,0.1,0.1,.051,-5.2,1.1,-4.1,0.0
590,481,P.J. Tucker,PF,38,LAC,12,173,5.7,.457,.786,.214,10.2,8.8,9.5,5.3,1.7,0.5,11.5,4.4,0.2,0.2,0.3,.091,-4.0,0.9,-3.2,0.0
591,482,Myles Turner,C,27,IND,51,1393,18.7,.621,.339,.356,6.7,22.6,14.6,6.6,0.9,5.1,9.5,23.2,2.3,1.3,3.5,.122,0.5,-0.4,0.1,0.8
592,483,Hunter Tyson,PF,23,DEN,9,27,-9.0,.143,.857,.000,0.0,24.5,12.4,4.2,0.0,0.0,22.2,14.5,-0.2,0.0,-0.1,-0.230,-15.7,-3.1,-18.8,-0.1
593,484,Stanley Umude,SG,24,DET,17,190,13.0,.711,.596,.462,2.3,16.3,9.2,6.4,1.0,2.2,15.0,16.4,0.3,0.1,0.4,.103,-0.2,0.0,-0.2,0.1
594,485,Jonas Valančiūnas,C,31,NOP,53,1370,21.0,.639,.171,.306,11.3,29.7,20.5,13.2,0.9,3.9,11.3,20.5,3.4,2.2,5.6,.196,1.6,0.6,2.2,1.5
595,486,Jarred Vanderbilt,PF,24,LAL,29,581,11.5,.578,.237,.316,8.2,17.9,13.2,7.9,2.9,0.8,17.7,11.7,0.2,0.8,1.1,.088,-3.1,1.3,-1.8,0.0
596,487,Fred VanVleet,PG,29,HOU,47,1727,16.0,.557,.570,.224,1.1,9.9,5.5,31.4,1.5,2.5,9.7,19.1,3.0,2.2,5.2,.144,2.4,0.9,3.3,2.3
597,488,Devin Vassell,SG,23,SAS,48,1524,15.7,.581,.455,.210,1.3,11.5,6.3,17.3,1.5,0.7,7.9,23.4,1.4,0.8,2.2,.069,1.1,-1.4,-0.3,0.7
598,489,Sasha Vezenkov,PF,28,SAC,35,440,13.5,.574,.606,.079,7.5,14.7,11.1,4.6,1.7,1.4,6.1,17.6,0.4,0.4,0.8,.091,-0.1,-1.0,-1.2,0.1
599,490,Gabe Vincent,PG,27,LAL,5,127,6.0,.411,.531,.063,1.8,2.5,2.2,14.8,2.2,0.0,5.7,11.8,-0.1,0.1,0.0,.012,-5.6,1.4,-4.2,-0.1
600,491,Nikola Vučević,C,33,CHI,48,1649,17.6,.532,.264,.099,8.5,26.5,17.3,16.1,1.1,2.7,8.2,23.0,1.4,2.1,3.6,.104,0.5,-0.2,0.3,0.9
601,492,Dean Wade,PF,27,CLE,44,930,10.0,.597,.868,.096,4.0,17.9,11.1,4.8,1.9,1.5,8.5,10.4,0.8,1.7,2.4,.124,-1.9,2.2,0.3,0.5
602,493,Franz Wagner,SF,22,ORL,45,1498,18.2,.577,.315,.273,3.9,15.9,9.8,20.3,1.6,1.0,9.7,26.4,2.1,2.0,4.1,.132,1.8,0.3,2.1,1.5
603,494,Moritz Wagner,C,26,ORL,51,946,19.5,.661,.214,.379,9.2,18.6,13.8,10.9,1.2,1.6,12.4,22.4,2.1,1.3,3.4,.173,1.2,0.3,1.5,0.8
604,495,Ish Wainright,SF,29,POR,7,46,10.1,.530,.889,.111,0.0,23.5,11.1,0.0,2.1,2.0,5.0,18.4,0.0,0.1,0.0,.050,-1.4,0.6,-0.8,0.0
605,496,Jabari Walker,SF,21,POR,48,1066,13.2,.559,.310,.358,9.3,24.2,16.3,5.6,1.4,1.7,11.3,16.3,0.8,1.1,1.9,.084,-2.6,-0.7,-3.3,-0.3
606,497,Jarace Walker,PF,20,IND,17,173,13.1,.536,.485,.106,5.3,14.0,9.6,14.2,2.4,2.7,12.6,19.0,0.0,0.2,0.2,.055,-0.6,0.1,-0.5,0.1
607,498,Lonnie Walker IV,SG,25,BRK,32,589,16.5,.610,.547,.150,1.4,10.7,5.9,13.0,1.8,1.5,10.0,24.7,0.6,0.5,1.0,.085,1.9,-0.6,1.3,0.5
608,499,Cason Wallace,SG,20,OKC,53,1104,11.2,.627,.542,.095,3.3,8.2,5.8,8.1,1.6,1.8,8.0,12.3,1.4,1.1,2.5,.109,-1.2,0.4,-0.8,0.3
609,500,Jordan Walsh,SF,19,BOS,3,15,14.1,.500,.500,.000,7.4,33.6,21.1,16.1,3.3,0.0,0.0,5.7,0.0,0.0,0.1,.212,-2.4,5.9,3.5,0.0
611,501,P.J. Washington,PF,25,TOT,45,1310,12.9,.547,.478,.185,4.4,16.5,10.1,11.2,1.5,2.2,10.8,20.9,0.0,0.6,0.7,.024,-1.8,-1.2,-3.0,-0.3
612,501,P.J. Washington,PF,25,CHO,44,1286,12.8,.545,.479,.185,4.4,16.5,10.1,11.3,1.4,2.3,10.7,20.8,0.0,0.6,0.6,.023,-1.8,-1.2,-3.0,-0.3
613,501,P.J. Washington,PF,25,DAL,1,24,15.1,.643,.400,.200,4.5,18.5,11.5,6.5,2.0,0.0,15.5,22.9,0.0,0.0,0.0,.056,-2.1,-0.2,-2.3,0.0
614,502,TyTy Washington Jr.,PG,22,MIL,3,13,-3.2,.300,.600,.000,0.0,8.2,4.2,9.2,3.6,0.0,28.6,22.9,-0.1,0.0,-0.1,-0.278,-11.7,-2.2,-13.9,0.0
615,503,Yuta Watanabe,SF,29,PHO,29,382,5.4,.502,.773,.155,3.5,9.6,6.8,3.3,1.1,1.6,13.4,13.6,-0.3,0.3,0.0,.002,-4.7,-1.4,-6.0,-0.4
616,504,Lindy Waters III,SG,26,OKC,22,167,10.8,.644,.923,.000,0.7,14.2,7.7,9.2,0.0,2.2,7.1,14.6,0.2,0.1,0.4,.103,-0.3,-1.1,-1.4,0.0
617,505,Trendon Watford,PF,23,BRK,37,433,17.2,.606,.201,.226,7.7,17.4,12.4,18.5,1.7,1.9,12.9,19.8,0.7,0.4,1.2,.131,-0.1,0.9,0.8,0.3
618,506,Peyton Watson,SF,21,DEN,51,932,12.5,.566,.377,.243,3.9,13.5,8.8,7.4,1.5,4.3,9.8,16.2,0.5,1.2,1.7,.088,-2.0,0.6,-1.4,0.1
619,507,Victor Wembanyama,C,20,SAS,47,1336,21.4,.559,.306,.294,8.0,30.4,19.0,18.1,1.9,9.2,16.0,31.9,-1.0,2.4,1.4,.050,0.7,2.0,2.7,1.6
620,508,Blake Wesley,SG,20,SAS,32,395,11.4,.539,.222,.323,2.2,7.8,4.9,28.7,2.2,0.9,15.0,14.2,0.3,0.2,0.5,.067,-3.9,0.1,-3.8,-0.2
621,509,Russell Westbrook,PG,35,LAC,51,1167,16.8,.526,.241,.235,7.5,19.1,13.5,29.0,2.4,1.6,16.6,24.6,0.4,1.7,2.2,.089,0.3,1.0,1.4,1.0
622,510,Coby White,PG,23,CHI,53,1924,15.1,.587,.479,.216,1.6,13.2,7.2,21.8,0.9,0.7,11.8,22.6,2.3,1.4,3.7,.093,1.1,-1.1,0.0,1.0
623,511,Derrick White,SG,29,BOS,49,1580,16.3,.605,.574,.204,2.3,10.2,6.4,20.3,1.5,3.3,11.3,19.1,2.9,2.3,5.2,.157,1.8,1.4,3.2,2.1
624,512,Cam Whitmore,SF,19,HOU,28,476,18.3,.592,.467,.243,4.3,18.7,11.6,4.5,1.8,1.2,6.9,27.3,0.4,0.7,1.1,.113,1.8,-0.4,1.4,0.4
625,513,Aaron Wiggins,SG,25,OKC,50,716,15.1,.693,.372,.174,5.7,12.5,9.2,8.9,1.6,0.6,10.8,15.2,1.4,0.8,2.2,.150,0.6,-0.2,0.4,0.4
626,514,Andrew Wiggins,SF,28,GSW,45,1214,11.0,.520,.294,.242,6.5,10.8,8.7,8.5,0.9,1.8,9.5,20.4,0.2,0.8,1.0,.041,-2.4,-1.5,-4.0,-0.6
627,515,Lindell Wigginton,PG,25,MIL,3,8,5.5,.510,.400,.400,0.0,0.0,0.0,0.0,0.0,0.0,14.5,36.5,0.0,0.0,0.0,-0.156,-14.7,-9.2,-23.8,0.0
628,516,Brandon Williams,PG,24,DAL,10,54,14.4,.483,.300,.550,6.1,8.2,7.1,29.9,0.9,1.6,10.8,22.0,0.0,0.0,0.1,.061,0.9,-1.9,-0.9,0.0
629,517,Grant Williams,PF,25,TOT,48,1274,8.3,.562,.659,.174,3.9,11.5,7.7,8.2,0.9,1.9,13.5,13.7,0.3,0.8,1.1,.043,-2.6,-0.8,-3.3,-0.4
630,517,Grant Williams,PF,25,DAL,47,1242,8.2,.560,.662,.174,4.0,11.0,7.5,8.3,0.9,1.9,13.4,13.6,0.3,0.8,1.1,.043,-2.6,-0.7,-3.3,-0.4
631,517,Grant Williams,PF,25,CHO,1,32,11.6,.631,.545,.182,0.0,29.6,14.0,4.5,0.0,0.0,14.4,18.8,0.0,0.0,0.0,.014,-2.1,-2.5,-4.6,0.0
632,518,Jalen Williams,PF,22,OKC,47,1504,18.2,.625,.238,.236,2.0,11.9,7.2,21.0,1.5,1.4,10.3,22.9,3.0,1.7,4.7,.149,1.7,0.0,1.8,1.4
633,519,Jaylin Williams,C,21,OKC,45,553,11.4,.516,.630,.171,5.1,22.9,14.4,13.0,1.7,2.7,10.3,13.7,0.3,0.9,1.2,.107,-1.7,1.7,0.0,0.3
634,520,Jeenathan Williams,SG,24,HOU,8,63,13.9,.514,.103,.241,12.1,1.7,6.9,7.5,1.5,0.0,3.0,22.5,0.1,0.1,0.1,.089,-1.9,-1.1,-3.0,0.0
636,521,Kenrich Williams,PF,29,OKC,42,632,11.1,.559,.521,.061,6.1,14.4,10.5,10.5,1.9,0.9,8.7,12.6,0.6,0.8,1.4,.106,-1.4,0.5,-0.9,0.2
637,522,Mark Williams,C,22,CHO,19,508,22.2,.675,.000,.424,16.0,25.1,20.3,6.6,1.5,3.6,8.7,16.8,1.6,0.4,2.0,.187,1.4,-0.9,0.5,0.3
638,523,Patrick Williams,PF,22,CHI,43,1174,11.0,.553,.412,.184,4.3,11.8,7.9,7.8,1.7,2.9,12.8,16.7,0.1,1.2,1.3,.053,-2.4,0.0,-2.4,-0.1
639,524,Robert Williams,C,26,POR,6,119,17.1,.684,.000,.346,9.9,27.3,18.1,6.3,2.9,5.3,18.9,13.2,0.1,0.2,0.4,.144,-2.4,2.9,0.5,0.1
640,525,Vince Williams Jr.,SG,23,MEM,41,1065,12.7,.600,.609,.319,5.1,18.8,11.6,14.3,1.6,2.2,14.5,15.0,1.0,1.4,2.3,.104,-1.7,0.9,-0.8,0.3
641,526,Ziaire Williams,SF,22,MEM,44,828,9.0,.506,.506,.192,3.8,16.5,9.9,11.7,1.6,1.0,14.6,20.3,-0.9,0.9,0.0,.000,-4.3,-0.4,-4.7,-0.6
642,527,Zion Williamson,PF,23,NOP,42,1275,22.8,.621,.018,.459,6.4,13.7,10.1,26.1,1.5,1.5,12.2,29.0,3.0,1.5,4.4,.167,3.5,0.2,3.8,1.9
643,528,Jalen Wilson,PF,23,BRK,14,192,15.7,.632,.333,.373,9.8,11.0,10.4,11.2,1.3,0.5,6.3,14.1,0.5,0.1,0.6,.162,1.1,-0.7,0.4,0.1
644,529,Dylan Windler,SF,27,TOT,7,19,24.4,.857,.857,.000,0.0,17.1,8.8,31.9,0.0,0.0,0.0,15.8,0.1,0.0,0.1,.335,10.3,3.1,13.3,0.1
645,529,Dylan Windler,SF,27,NYK,3,7,15.3,.750,1.000,.000,0.0,15.8,7.9,19.6,0.0,0.0,0.0,12.2,0.0,0.0,0.0,.236,3.6,3.9,7.5,0.0
646,529,Dylan Windler,SF,27,LAL,4,12,29.7,.900,.800,.000,0.0,17.8,9.3,39.0,0.0,0.0,0.0,18.0,0.1,0.0,0.1,.393,14.2,2.6,16.7,0.1
647,530,James Wiseman,C,22,DET,33,459,15.2,.678,.016,.301,11.3,20.5,15.8,6.3,0.4,3.8,16.2,15.3,0.7,0.3,0.9,.096,-2.2,-1.1,-3.3,-0.2
